"address","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","dietaryRestrictions/0","dietaryRestrictions/1","dietaryRestrictions/2","dietaryRestrictions/3","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","image","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","reviewsCount","type","webUrl","website"
"Calle Begona 18, 33201, Gijón España","Restaurante de carne","Barbacoa","Española","Opciones sin gluten",,,,,,,,,,"Opciones sin gluten",,,,,,,,,,,"960","780","1440","1200",,,"960","780","1440","1200",,,"960","780","1440","1200",,,"960","780","1440","1200",,,"960","780","1440","1200",,,"960","780","1440","1200",,,"1952436","https://media-cdn.tripadvisor.com/media/photo-o/0e/0b/38/50/img-20160707-144632-largejpg.jpg","false","false","43.542507","-5.663261","Sancho Meson Restaurante","389","+34 985 35 99 73","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187451-d1952436-Reviews-Sancho_Meson_Restaurante-Gijon_Asturias.html","http://www.facebook.com/pages/Mes%C3%B3n-Sancho/125209314208328"
"Calle San Fracisco 21 (Esquina Fruela), 33003, Oviedo España","Española","Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,,,,,,,,,"Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,"info@lacortedepelayo.com","1020","780",,,,,"1380","450",,,,,"1530","450",,,,,"1530","450",,,,,"1530","450",,,,,"1590","450",,,,,"1590","480",,,,,"1501898","https://media-cdn.tripadvisor.com/media/photo-o/0e/ee/67/8a/vista-calle-uria.jpg","false","false","43.361687","-5.847842","La Corte de Pelayo","2187","+34 985 21 31 45","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187452-d1501898-Reviews-La_Corte_de_Pelayo-Oviedo_Asturias.html","http://www.lacortedepelayo.com/"
"Calle Gascona 1 Bulevar de la Sidra, 33001, Oviedo España","Europea","Española","Opciones vegetarianas","Opciones sin gluten",,,,,,,,,,"Opciones vegetarianas","Opciones sin gluten",,,"tierraasturgascona@crivencar.com","1500","720",,,,,"1500","720",,,,,"1500","720",,,,,"1500","720",,,,,"1500","720",,,,,"1500","720",,,,,"1500","720",,,,,"1084386","https://media-cdn.tripadvisor.com/media/photo-o/0f/91/93/b2/fachada-de-la-sidreria.jpg","false","false","43.364002","-5.844119","Tierra Astur Gascona","4404","+34 985 20 25 02","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187452-d1084386-Reviews-Tierra_Astur-Oviedo_Asturias.html","http://tierra-astur.com/tierra-astur-gascona/"
"Avenida de Dionisio Cifuentes, 33203, Gijón España","Española","Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,,,,,,,,,"Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,"lapondala@lapondala.com","1020","840",,,,,"1020","840","1380","1200",,,"1020","840","1380","1200",,,"1020","840","1380","1200",,,,,,,,,"1020","840","1380","1200",,,"1020","840","1380","1200",,,"1023219","https://media-cdn.tripadvisor.com/media/photo-w/0d/61/90/d1/restaurante-en-gijon.jpg","false","false","43.536762","-5.622478","La Pondala","449","+34 985 36 93 46","€€€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187451-d1023219-Reviews-La_Pondala-Gijon_Asturias.html","http://www.lapondala.com"
"Carretera Nacional N-634, Km 509, 33791 Luarca España","Española","Comedor","Mediterránea","Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,,,,,,,"Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,,"1440","510",,,,,"1080","510",,,,,"1080","510",,,,,"1440","510",,,,,"1440","510",,,,,"1440","510",,,,,"1440","510",,,,,"2147250","https://media-cdn.tripadvisor.com/media/photo-o/0f/c0/d8/d7/cachopos.jpg","false","false","43.533978","-6.56929","Restaurante Villuir","346","+34 985 64 11 31","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g319791-d2147250-Reviews-Restaurante_Villuir-Luarca_Valdes_Municipality_Asturias.html","http://www.facebook.com/villuir/"
"Calle Gran Via de Agustin Arguelles 53, 33560, Ribadesella España","Mediterránea","Europea","Española",,,,,,,,,,,,,,,"alamedaribadesella@hotmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9860002","https://media-cdn.tripadvisor.com/media/photo-o/0a/83/b1/8b/restaurante-alameda.jpg","false","false","43.46144","-5.060031","Restaurante Alameda","373","+34 605 16 55 75","€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g660742-d9860002-Reviews-Restaurante_Alameda-Ribadesella_Asturias.html","http://www.facebook.com/Restaurante-Alameda-766703923461884"
"Calle de Mariano Luina 12, 33710, Navia España","Mediterránea","Española","Opciones vegetarianas","Opciones sin gluten",,,,,,,,,,"Opciones vegetarianas","Opciones sin gluten",,,"sidreriaelcantabrico@hotmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5859454","https://media-cdn.tripadvisor.com/media/photo-m/1280/25/d6/59/89/perfecto-para-dos-personas.jpg","false","false","43.53963","-6.723611","Sidreria El Cantabrico","430","+34 985 47 34 58","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g673860-d5859454-Reviews-Sidreria_El_Cantabrico-Navia_Asturias.html","http://www.facebook.com/sidreriaelcantabrico/"
"Avenida de Galicia 23, 33450 Piedras Blancas España","Mediterránea","Europea","Española","Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,,,,,,,"Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,"info@restaurantediego.es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2083478","https://media-cdn.tripadvisor.com/media/photo-o/0f/e9/8f/f0/20170714-214704-largejpg.jpg","false","false","43.558098","-5.980475","Restaurante Diego","245","+34 985 50 85 79","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g795948-d2083478-Reviews-Restaurante_Diego-Piedras_Blancas_Castrillon_Municipality_Asturias.html","http://www.restaurantediego.es"
"Selorio S/N Villaviciosa, 33316 Selorio España","Mediterránea","Europea","Española","Opciones vegetarianas","Opciones sin gluten",,,,,,,,,"Opciones vegetarianas","Opciones sin gluten",,,"andres@bardeseloriu.com","1500","720",,,,,"1500","720",,,,,"1500","720",,,,,"1500","720",,,,,,,,,,,"1500","720",,,,,"1500","720",,,,,"8466502","https://media-cdn.tripadvisor.com/media/photo-o/0a/c1/03/9c/terraza-por-la-noche.jpg","false","false","43.515324","-5.366832","Bar el Cruce","301","+34 985 99 62 33","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g2464201-d8466502-Reviews-Bar_el_Cruce-Selorio_Villaviciosa_Municipality_Asturias.html","https://www.facebook.com/chigredeseloriu/"
"barrio san miguel No. 7, tazones, Asturias Villaviciosa, 33315 Tazones España","Marisco","Mediterránea","Europea","Española","Saludable","Opciones sin gluten",,,,,,,,"Opciones sin gluten",,,,"laplaya.tazones@gmail.com","1050","690",,,,,,,,,,,"1050","690",,,,,"1050","690",,,,,"1050","690",,,,,"1050","690","1380","1200",,,"1050","690","1380","1200",,,"4303056","https://media-cdn.tripadvisor.com/media/photo-o/03/fa/97/dd/getlstd-property-photo.jpg","false","false","43.544987","-5.399753","Restaurante La Playa","635","+34 985 89 70 02","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g2558195-d4303056-Reviews-Restaurante_La_Playa-Tazones_Villaviciosa_Municipality_Asturias.html","http://www.facebook.com/RestauranteLaPlayaTazones"
"Sotres de Cabrales, Sotres, Cabrales Municipality España","Europea","Española","Opciones vegetarianas",,,,,,,,,,,"Opciones vegetarianas",,,,,"930","780","1320","1200",,,"930","780","1320","1200",,,"930","780","1320","1200",,,"930","780","1320","1200",,,"930","780","1320","1200",,,"930","780","1320","1200",,,"930","780","1320","1200",,,"4763468","https://media-cdn.tripadvisor.com/media/photo-o/08/60/2d/46/hotel-rural-restaurante.jpg","false","false","43.232548","-4.747724","Hotel Rural Restaurante Pena Castil","199","+34 985 94 50 80","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g1026468-d4763468-Reviews-Hotel_Rural_Restaurante_Pena_Castil-Sotres_Cabrales_Municipality_Asturias.html","http://www.hotelpenacastil.com"
"Aldea Ortigosa s/n, 33989 Pola de Laviana España","Española","Saludable","Opciones veganas","Opciones sin gluten","Opciones vegetarianas",,,,,,,,,"Opciones veganas","Opciones sin gluten","Opciones vegetarianas",,"rte_lalbancia@hotmail.com","960","780",,,,,,,,,,,,,,,,,"960","780",,,,,"960","780",,,,,"960","780","1380","1260",,,"960","780","1395","1260",,,"3688488","https://media-cdn.tripadvisor.com/media/photo-o/10/50/29/78/img-20170817-135458-largejpg.jpg","false","false","43.254246","-5.539488","Restaurante L'Albancia","203","+34 985 60 19 17","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g1064316-d3688488-Reviews-Restaurante_L_Albancia-Pola_de_Laviana_Laviana_Municipality_Asturias.html","http://www.restaurantelalbancia.com"
"Carretera Riano-Puerto de Tarna, 33775 Anzó España","Española","Mediterránea","Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,,,,,,,,"Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,"elmerenderodeanzo@gmail.com","1380","540",,,,,,,,,,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"6844351","https://media-cdn.tripadvisor.com/media/photo-o/0f/0a/c5/c1/dias-de-sol-en-el-paraiso.jpg","false","false","43.226086","-5.43892","El Merendero de Anzo","312","+34 985 60 92 15","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g12600000-d6844351-Reviews-El_Merendero_de_Anzo-Anzo_Sobrescobio_Municipality_Asturias.html","http://www.facebook.com/El-Merendero-de-Anz%C3%B3-325498064155600/?fref=ts"
"Calle Gran Via, 55, 33560, Ribadesella España","Mediterránea","Española","Saludable",,,,,,,,,,,,,,,"venallabrador@gmail.com","960","780","1380","1170",,,"960","780","1380","1170",,,"960","780","1380","1170",,,"960","780","1380","1170",,,"960","780","1380","1170",,,"960","780","1380","1170",,,"960","810","1380","1140",,,"1001608","https://media-cdn.tripadvisor.com/media/photo-o/05/ac/8c/c5/meson-el-labrador.jpg","false","false","43.46139","-5.060009","Meson El Labrador","952","+34 985 86 01 71","€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g660742-d1001608-Reviews-Meson_El_Labrador-Ribadesella_Asturias.html","http://www.facebook.com/ellabradormeson"
"Avenida Regueral 9, 33710, Navia España","Europea","Española","Opciones vegetarianas","Opciones sin gluten",,,,,,,,,,"Opciones vegetarianas","Opciones sin gluten",,,"lamagalla@gmail.com","1440","660",,,,,"1440","570",,,,,,,,,,,"1440","570",,,,,"1440","570",,,,,"1440","570",,,,,"1440","660",,,,,"2316548","https://media-cdn.tripadvisor.com/media/photo-m/1280/1b/98/36/49/sidreria-restaurante.jpg","false","false","43.53954","-6.724602","La Magaya Restaurante","385","+34 985 63 04 33","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g673860-d2316548-Reviews-La_Magaya_Restaurante-Navia_Asturias.html","http://lamagaya.com/"
"Lugar Meluerda 16, 33568, Ribadesella España","Española","Bares para comer","Opciones vegetarianas","Opciones sin gluten",,,,,,,,,,"Opciones vegetarianas","Opciones sin gluten",,,"casapacho@gmail.com","1200","720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"960","720","1380","1140",,,"1440","720",,,,,"3963254","https://media-cdn.tripadvisor.com/media/photo-o/0a/52/7f/a0/espectacular.jpg","false","false","43.444103","-5.028782","Mesón Sidrería Casa Pacho","298","+34 985 85 78 40","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g660742-d3963254-Reviews-Meson_Sidreria_Casa_Pacho-Ribadesella_Asturias.html","http://www.casapacho.es/"
"Calle Solleiro s/n, 33775, Taramundi España","Europea","Española","Opciones vegetarianas","Opciones sin gluten",,,,,,,,,,"Opciones vegetarianas","Opciones sin gluten",,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"3435831","https://media-cdn.tripadvisor.com/media/photo-o/05/cf/85/4c/tabla-de-embutidos.jpg","false","false","43.35918","-7.108204","Sidrería Solleiro","399","+34 985 64 68 80","€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g1070370-d3435831-Reviews-Sidreria_Solleiro-Taramundi_Asturias.html","http://www.sidreriasolleiro.com/"
"Calle Donato Fernández 3, 33889 Pola de Allande España","Europea","Española","Opciones vegetarianas","Opciones sin gluten",,,,,,,,,,"Opciones vegetarianas","Opciones sin gluten",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4689084","https://media-cdn.tripadvisor.com/media/photo-o/10/d0/d9/95/buenisimoo-el-acompanamiento.jpg","false","false","43.271614","-6.610556","Hotel Restaurante Nueva Allandesa","358","+34 985 80 70 27","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g6498492-d4689084-Reviews-Hotel_Restaurante_Nueva_Allandesa-Pola_de_Allande_Allande_Municipality_Asturias.html","http://www.lanuevaallandesa.com/"
"Calle Real Oviedo 8, 33013, Oviedo España","Japonesa","Sushi","Asiática","Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,,,,,,,"Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,"info@kaisensushibar.es",,,,,,,,,,,,,"915","810","1350","1230",,,"915","810","1350","1230",,,"915","810","1350","1230",,,"915","810","1380","1230",,,"915","810","1380","1230",,,"8666775","https://media-cdn.tripadvisor.com/media/photo-o/0e/29/3c/06/complet-42.jpg","false","false","43.362072","-5.859167","Kaisen Sushi Bar","336","+34 984 04 39 60","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187452-d8666775-Reviews-Kaisen_Sushi_Bar-Oviedo_Asturias.html","http://www.kaisensushibar.es/"
"Calle Tenderina Alta, 46, 33010, Oviedo España","Española","Opciones sin gluten","Opciones vegetarianas",,,,,,,,,,,"Opciones sin gluten","Opciones vegetarianas",,,"elcarro.rosi@gmail.com","960","690","1380","1140",,,,,,,,,"960","600","1380","1140",,,"960","600","1380","1140",,,"960","600","1380","1140",,,"960","600","1440","1140",,,"960","690","1440","1140",,,"10796968","https://media-cdn.tripadvisor.com/media/photo-m/1280/25/2e/57/65/cachopo-de-ternera-relleno.jpg","false","false","43.36482","-5.834677","Mesón Sidrería El Carro","75","+34 985 20 10 59","€€ - €€€",,,,"5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187452-d10796968-Reviews-Meson_Sidreria_El_Carro-Oviedo_Asturias.html","http://www.facebook.com/mesonsidreriaelcarro/"
"La Pruvia, s/n, 33173 Tellego España","Española",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7930994","https://media-cdn.tripadvisor.com/media/photo-o/07/ad/b6/7e/bacalao.jpg","false","false","43.29432","-5.86227","Casa Cristina","379","+34 985 79 62 51","€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g7952624-d7930994-Reviews-Casa_Cristina-Tellego_Ribera_de_Arriba_Municipality_Asturias.html","http://www.barcasacristina.com/"
"Calle Evaristo Valle 4, 33202, Gijón España","Japonesa","Sushi","Saludable","Asiática","Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,,,,,,"Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,,"900","780","1380","1200",,,,,,,,,"1380","1200",,,,,"1380","1200",,,,,"1380","1200",,,,,"900","780","1380","1200",,,"900","780","1380","1200",,,"15111118","https://media-cdn.tripadvisor.com/media/photo-m/1280/16/6b/fc/5c/photo0jpg.jpg","false","false","43.53779","-5.652238","Oslo Sushi","112","+34 984 08 36 55","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187451-d15111118-Reviews-Oslo_Sushi-Gijon_Asturias.html","http://www.oslosushi.es"
"Calle Gascona, 9, 33001, Oviedo España","Restaurante de carne","Española","Opciones veganas","Opciones sin gluten",,,,,,,,,,"Opciones veganas","Opciones sin gluten",,,"tierraasturparrilla@crivencar.com","1500","600",,,,,"1500","540",,,,,"1500","540",,,,,"1500","540",,,,,"1500","540",,,,,"1500","540",,,,,"1500","600",,,,,"8527265","https://media-cdn.tripadvisor.com/media/photo-o/08/9e/89/bf/getlstd-property-photo.jpg","false","false","43.364323","-5.844608","Tierra Astur Parrilla","1589","+34 984 84 66 24","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187452-d8527265-Reviews-Tierra_Astur_Parrilla-Oviedo_Asturias.html","http://tierra-astur.com/tierra-astur-parrilla/"
"avenida valentin masip 8, 33013, Oviedo España","Mexicana","Latina","Opciones vegetarianas","Opciones veganas",,,,,,,,,,"Opciones vegetarianas","Opciones veganas",,,"fernando@losagaves.es","960","780","1410","1200",,,,,,,,,"960","780","1410","1200",,,"960","780","1410","1200",,,"960","780","1410","1200",,,"960","780","1410","1200",,,"960","780","1410","1200",,,"948833","https://media-cdn.tripadvisor.com/media/photo-o/03/5f/7d/d9/los-agaves.jpg","false","false","43.361664","-5.860335","Los agaves","292","+34 985 27 45 17","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187452-d948833-Reviews-Los_Agaves-Oviedo_Asturias.html","http://losagaves.es/"
"Calle Campoamor, 29, bajo, 33001, Oviedo España","Mediterránea","Europea","Española","Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,,,,,,,"Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,"cimajuanjo@hotmail.com",,,,,,,"960","750","1440","1140",,,"960","750","1440","1140",,,"960","750","1440","1140",,,"960","750","1440","1140",,,"960","750","1440","1140",,,"960","750","1440","1140",,,"2340590","https://media-cdn.tripadvisor.com/media/photo-o/0f/b6/e0/88/fabada-asturiana.jpg","false","false","43.366184","-5.853733","Vinoteo","554","+34 984 08 16 96","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187452-d2340590-Reviews-Vinoteo-Oviedo_Asturias.html","http://www.vinoteo.com"
"Lugar Santo Medero 49 Latores Oviedo, 33193, Oviedo España","Mediterránea","Española","Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,,,,,,,,"Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,,"1350","660",,,,,"1350","660",,,,,,,,,,,,,,,,,"1350","660",,,,,"1380","660",,,,,"1380","660",,,,,"7209101","https://media-cdn.tripadvisor.com/media/photo-o/07/46/d9/f5/caption.jpg","false","false","43.34726","-5.881265","Rte Sidrería el Regueranu","146","+34 984 04 30 48","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187452-d7209101-Reviews-Rte_Sidreria_el_Regueranu-Oviedo_Asturias.html","http://www.facebook.com/El-Regueranu-1434827396759212/"
"La Cotariella, 16, 33310 Torazo España","Japonesa","Opciones vegetarianas","Opciones sin gluten",,,,,,,,,,,"Opciones vegetarianas","Opciones sin gluten",,,"reservas.amadacarlota@gmail.com","1080","840",,,,,,,,,,,,,,,,,,,,,,,"1080","840",,,,,"1080","840",,,,,"1080","840",,,,,"7372266","https://media-cdn.tripadvisor.com/media/photo-o/0f/cd/96/be/niguirizushi.jpg","false","false","43.404053","-5.375312","Restaurante Japonés amada Carlota","125","+34 609 11 44 05","€€€€",,,,"5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g1069230-d7372266-Reviews-Restaurante_Japones_amada_Carlota-Torazo_Cabranes_Municipality_Asturias.html","http://www.amadacarlota.es"
"Calle La Estación, 10, 33401, Avilés España","Mediterránea","Española","Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,,,,,,,,"Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,,"1470","690",,,,,"1470","690",,,,,,,,,,,"1470","690",,,,,"1470","690",,,,,"1470","690",,,,,"1470","690",,,,,"5491202","https://media-cdn.tripadvisor.com/media/photo-o/09/ce/45/42/el-poeta.jpg","false","false","43.55932","-5.923017","El Poeta","288","+34 984 83 14 27","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187450-d5491202-Reviews-El_Poeta-Aviles_Asturias.html","http://www.facebook.com/El-Poeta-Restaurante-375822969276546"
